,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact,Additional SDGs,Primary SDG,Source link,Multy label
153,Wello Ltd,http://www.wello.eu/index.php,Dealroom,Innovator in the field of wave energy technology,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/wello_ltd,0
154,OLIO,https://olioex.com/,Dealroom,Free app connecting neighbors to surplus food and other goods that can be shared instead of thrown away.,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/olio,0
155,Loritus,http://www.loritus.com,Dealroom,Organic waste disposal with Hydrothermal Carbonization,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/loritus,0
156,CelluComp,http://cellucomp.com,Dealroom,New and dynamic material science company based in Scotland that is at the forefront of developing high-tech products from sustainable sources,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/cellucomp,0
157,BHSL,http://www.bhsl.com,Dealroom,Turning chicken manure into energy,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/bhsl,0
158,Nextalim,http://www.nextalim.com/,Dealroom,Industrial insect rearing processes to upgrade bio-waste and produce organic fertilizers and components,,2,People,,,,,Core,https://app.dealroom.co/companies/nextalim,0
159,Solarus Sunpower,https://solarus.com/,Dealroom,Solar energy technology systems for professional customers worldwide,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/solarus_sunpower,0
160,Etogas,http://www.etogas.com,Dealroom,"The ETOGAS GmbH (formerly SolarFuel GmbH) develops, manufactures and sells systems for the conversion of excess green electricity into",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/etogas,0
161,Lactips,http://lactips.com,Dealroom,Produces thermoplastic pellets based on milk protein,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/lactips,0
162,Land Life,http://www.landlifecompany.com,Dealroom,Helps maintain the ecosystem by developing sustainable tree planting processes,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/land_life,0
163,TRINE AB,https://www.jointrine.com,Dealroom,Financing energy access through innovative ways of funding,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/trine_ab,0
164,Your Superfoods,http://yoursuperfoods.eu,Dealroom,Inspires people to live healthier and happier with our organic superfood mixes,,2,People,,,,,Side,https://app.dealroom.co/companies/your_superfoods,0
165,G2mobility,http://www.g2mobility.com,Dealroom,Smartcharging solutions for electric vehicles with innovating energy management system,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/g2mobility,0
166,3Wayste,http://www.3wayste.com/,Dealroom,Specializes in technology and services related to the environment,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/3wayste,0
167,Prêt à Pousser,https://pretapousser.fr/,Dealroom,Mushroom kit and interior garden for herbs,,"SDG 13,12",_multy_labeled,,,,,Side,https://app.dealroom.co/companies/pr_t_pousser,1
168,Cryo Pur,http://www.cryopur.com/,Dealroom,Cryogenic biogas upgrading and biomethane liquefaction,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/cryo_pur,0
169,Zoov,https://www.zoov.eu/fr/,Dealroom,"Ebike-sharing service that respects public roads with its lightweight, ultra-compact stations in the densest areas",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/zoov,0
170,Coffee Circle,http://www.coffeecircle.com,Dealroom,D2C Specialty Coffee,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/coffee_circle,0
171,Ilek,http://ilek.fr,Dealroom,Leading electricity supplier that directly connects renewable energy producers and consumers,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ilek,0
172,Eluminocity,http://www.eluminocity.com,Dealroom,Drives smart city infrastructure with design charging stations for electric vehicles and smart street lights for parking management,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/eluminocity,0
173,Obelisk,http://obelisk.com,Dealroom,"Solutions and resources to industry across telecommunications, power transmission and distribution, renewable energy and tower infrastructure.",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/obelisk,0
174,SP3H,http://sp3h.fr,Dealroom,"Sensors that measure the fuel quality in real time, helping reduce pollutant emissions",,13,Planet,,,,,Core,https://app.dealroom.co/companies/sp3h,0
175,Mirico,http://mirico.co.uk/,Dealroom,Developer of laser spectroscopy for environmental monitoring,,13,Planet,,,,,Side,https://app.dealroom.co/companies/mirico,0
176,Infinited Fiber Company,https://www.infinitedfiber.com,Dealroom,"Our technology enables manufacturing new natural fibers, Infinited Fibers®, for the fashion industry needs both from textile waste and biomaterials like wood economically and ecologically",,13,Planet,,,,,Core,https://app.dealroom.co/companies/infinited_fiber_company,0
177,Bulane,http://www.bulane.fr/en/,Dealroom,A clean flame generated from water and electricity,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/bulane,0
178,Plume Labs,http://plumelabs.com,Dealroom,Analyzes and predicts local air quality,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/plume_labs,0
179,Zehus,http://www.zehus.it/,Dealroom,Smartly manages the electric power,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/zehus,0
180,Amarenco,http://www.amarencosolar.com/,Dealroom,"Independent power company that invests in, builds and operates Renewable Energy powerplants",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/amarenco,0
181,MetGen,http://metgen.com,Dealroom,Uses advances in genetic engineering and microbiology to adapt enzymes to harsh industrial conditions and to handle a variety of lignocellulosic substrates,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/metgen,0
182,Pavegen,http://pavegen.com,Dealroom,Flooring tile that converts the wasted kinetic energy from footsteps into renewable electricity,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/pavegen,0
183,Tempus Energy,http://tempusenergy.com,Dealroom,Connecting customers with the cheapest available energy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/tempus_energy,0
184,DualSun,http://dualsun.fr,Dealroom,New generation hybrid solar panel that provides both electricity (photovoltaic) and hot (thermal) water for buildings,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/dualsun,0
185,AwoX,http://awox.com,Dealroom,"Ready-to-use OEM creating a smart home, focusing on home video, audio and lightning",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/awox,0
186,Olife,http://www.olife-energy.com,Dealroom,Power storage units for homes and businesses,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/olife,0
187,Gestoos,http://gestoos.com/,Dealroom,"AI platform that enables cameras and sensors to see, understand, and respond to human movement and behavior",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/gestoos,0
188,BioBTX,https://www.biobtx.nl,Dealroom,Transform non-food biomass and plastic waste into sustainable BTX,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/biobtx,0
189,Riversimple,https://www.riversimple.com/,Dealroom,Hydrogen-electric car company,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/riversimple,0
190,Nocart,http://nocart.fi,Dealroom,Uses multiple sources to produce high quality green electricity for all needs:,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/nocart,0
191,Greenbyte,http://www.greenbyte.se/,Dealroom,Wind farm management system,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/greenbyte,0
192,Mobility Tech Green,http://www.mobilitytechgreen.com/,Dealroom,"Commercialise different car-sharing offers allowing real savings for companies and local authorities, as well as an efficient reduction of the CO2 emissions",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/mobility_tech_green,0
193,Amovens,http://amovens.com,Dealroom,Online carpooling platform,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/amovens,0
194,Qarnot,https://www.qarnot.com/,Dealroom,Heating people for free with your work,,11,Prosperity,,,,,,https://app.dealroom.co/companies/qarnot,0
195,Winfoor,http://www.winfoor.com,Dealroom,Wind turbine rotor blades,,7,Prosperity,,,,,,https://app.dealroom.co/companies/winfoor,0
196,Vertical future,https://www.verticalfuture.co.uk/,Dealroom,"Vertical Future is a technology company focused on building a better, more sustainable urban food production and supply system",,2,People,,,,,,https://app.dealroom.co/companies/vertical_future,0
197,Bio-bean,http://bio-bean.com,Dealroom,Its users with processes of recycling and waste management solutions,,7,Prosperity,,,,,,https://app.dealroom.co/companies/bio_bean,0
198,Powervault,http://www.powervault.co.uk/,Dealroom,UK’s first fully integrated home energy storage system,,7,Prosperity,,,,,,https://app.dealroom.co/companies/powervault,0
199,Entech Smart Energies,https://entech-se.com/,Dealroom,Energy storage and conversion systems,,7,Prosperity,,,,,,https://app.dealroom.co/companies/entech_smart_energies,0
200,Agrilution,http://www.agrilution.com/,Dealroom,Produces a kitchen device that can grow vegetables and herbs,,"SDG 13,12",_multy_labeled,,,,,,https://app.dealroom.co/companies/agrilution,1
201,Wavepiston,http://www.wavepiston.dk,Dealroom,Develops and markets WavePiston that converts oscillating movement of ocean waves into energy,,7,Prosperity,,,,,,https://app.dealroom.co/companies/wavepiston,0
202,Clairy,http://www.clairy.co/,Dealroom,Smart flowerpot that uses real plants to fight against indoor pollution,,7,Prosperity,,,,,,https://app.dealroom.co/companies/clairy,0
203,Uniti,https://www.uniti.earth/,Dealroom,Autonomous electric car,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/uniti,0
204,Soltiles,http://www.soltiles.fr,Dealroom,"Soltiles, aesthetic, high efficiency, affordable, 40% more power",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/soltiles_1,0
205,Holaluz,https://www.holaluz.com/,Dealroom,Online electricity retailer in Spain,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/holaluz,0
206,LeydenJar Technologies,http://www.leyden-jar.com,Dealroom,Boosting battery energy with pure silicon anodes,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/leydenjar_technologies,0
207,Rt - Recycling Technologies,http://www.recyclingtechnologies.co.uk,Dealroom,"Recycling End-of-Life Plastic into virgin plastic, wax, and oils",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/rt_1,0
208,Sustainable Marine Energy,http://www.sustainablemarine.com,Dealroom,Sustainable Marine Energy is committed to developing truly sustainable tidal energy solutions,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/sustainable_marine_energy,0
209,Enervalis,http://www.enervalis.com/,Dealroom,Energy management software,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/enervalis,0
210,Minesto,http://www.minesto.com,Dealroom,"Power plant, Deep Green, is the only known technology for cost efficient renewable electricity production from low velocity tidal and ocean currents",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/minesto,0
211,Avid Technology Group,http://avidtp.com,Dealroom,Leader in the design and manufacturing of smart electrified ancillary and advanced thermal management systems,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/avid_technology_group,0
212,X1 Wind,http://x1wind.com,Dealroom,The future for offshore wind technologies,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/x1_wind,0
213,Wirelane,https://www.wirelane.com/,Dealroom,Offering complete solution as Software-as-a-Service for B2C end customers and B2B electric mobility provider,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/wirelane,0
214,EROCKIT,http://www.erock.it,Dealroom,Manufactures electric two-wheelers,,7,Prosperity,,,,,,https://app.dealroom.co/companies/erockit_1,0
215,Innecs Power Systems,https://innecs.nl,Dealroom,Developing premium industrial energy conversion systems,,7,Prosperity,,,,,,https://app.dealroom.co/companies/innecs_power_systems,0
216,Algaia,http://eviagenics.com,Dealroom,"Is a company developing, producing and commercializing Natural Extracts, mostly made out of seaweed",,7,Prosperity,,,,,,https://app.dealroom.co/companies/eviagenics,0
217,Urbasolar,http://www.urbasolar.com,Dealroom,"Engineering, building and operating for professional photovoltaic plants.",,7,Prosperity,,,,,,https://app.dealroom.co/companies/urbasolar,0
218,Calyxo,http://www.calyxo.com/en/,Dealroom,TS Solar GmbH - Thin Film Solar Panels - Made in Germany,,7,Prosperity,,,,,,https://app.dealroom.co/companies/calyxo,0
219,Kitepower,https://kitepower.nl/,Dealroom,Airborne Wind Energy,,7,Prosperity,,,,,,https://app.dealroom.co/companies/kitepower,0
220,Linkker,http://www.linkkerbus.com,Dealroom,Home - linker linker,,7,Prosperity,,,,,,https://app.dealroom.co/companies/linkker,0
221,WakaWaka,http://waka-waka.com,Dealroom,"WakaWaka develops, engineers, manufactures and markets lighting and phone charging product concepts",,7,Prosperity,,,,,,https://app.dealroom.co/companies/wakawaka,0
222,Plejd,http://www.plejd.com,Dealroom,We use our experience and passion to assist in creating truly smart electronic environments which we tie together with our smart control system,,7,Prosperity,,,,,,https://app.dealroom.co/companies/plejd,0
223,Tiamat Energy,http://tiamat-energy.com/,Dealroom,"A start-up that designs, develops and produces innovative solutions for energy storage applications",,7,Prosperity,,,,,,https://app.dealroom.co/companies/tiamat_energy,0
224,Redag Crop Protection,http://redagcrop.com,Dealroom,Provides sustainable food production through the development of crop protection products,,2,People,,,,,,https://app.dealroom.co/companies/redag_crop_protection,0
225,Chargemaster,http://www.chargemasterplc.com,Dealroom,Provider of electric vehicle charging solutions,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/chargemaster,0
226,Merus Power Dynamics,http://meruspower.fi,Dealroom,"Power Quality, Active filter, Dynamic Compensation, Dynamic Reactive power compensation, Windfarm, Energy Efficiency, Grid code compliance studies and analysis, Harmonic filters | Merus Power Dynamics Oy",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/merus_power_dynamics,0
227,Fusion Farming,http://fusionfarming.com/,Dealroom,Nucleus for the development of new technologies within the area of nitrogen,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/n2_applied,0
228,Algama,http://algamafoods.com/,Dealroom,Daily food product company that harnesses the unique potential of microalgae,,2,People,,,,,Core,https://app.dealroom.co/companies/algama,0
229,Hexafly,http://hexafly.co,Dealroom,"Develops material sources from insect farming for aqua feed, chitin, and plant nutrition industries",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/hexafly,0
230,PHYSEE,http://www.physee.eu/,Dealroom,Developing transparent electricity- and data- generating windows,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/powerwindow_1,0
231,Felyx,http://www.felyx.nl/invest/,Dealroom,Shared electric scooters,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/felyx,0
232,MOPeasy,https://www.clem-e.com/,Dealroom,Electric car-pooling and sharing services,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/mopeasy,0
233,RVE.SOL - Solucoes de Energia Rural,http://rvesol.com,Dealroom,Uses renewable technology to accelerate rural development and empower businesses in rural Africa,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/rve_sol_solucoes_de_energia_rural,0
234,Green Running Limited,http://greenrunning.com/,Dealroom,"Creators of Verv, an advanced home energy assistant",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_running_limited,0
235,Bluetector,http://www.bluetector.com,Dealroom,Develops technologies for the extraction of specific chemicals from sewage sludge and wastewater,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/bluetector,0
236,Meatable,https://www.meatable.com/,Dealroom,Developing the next generation of clean meat grown from animal cells using the latest advances in stem cell research,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/meatable,0
237,JIVR,http://jivr.co,Dealroom,"Manufactures a simple, chainless city bike",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/jive,0
238,Quadrofoil,https://quadrofoil.com/,Dealroom,Manufactured the revolutionary fully electric powered and completely environmentally friendly hydrofoiling watercraft,,7,Prosperity,,,,,,https://app.dealroom.co/companies/quadrofoil,0
239,FlexFuel Energy Development,http://www.flexfuel-company.com/,Dealroom,Innovative and environmentally friendly engine depollution technology,,7,Prosperity,,,,,,https://app.dealroom.co/companies/flexfuel_energy_development,0
240,QOS Energy,http://www.qosenergy.com/,Dealroom,Builds software analytics solutions for managing renewable energy use by collecting data from sensors,,7,Prosperity,,,,,,https://app.dealroom.co/companies/qos_energy,0
241,JIT Solaire,http://jit-solaire.com,Dealroom,French photovoltaic energy company providing european standard-compliant turnkey solar electricity generating solutions,,7,Prosperity,,,,,,https://app.dealroom.co/companies/jit_solaire,0
242,H2ozone,http://www.h2ozone.com,Dealroom,"H2Ozone water treatment technologies, Wicklow, Ireland",,11,Prosperity,,,,,,https://app.dealroom.co/companies/h2ozone_1,0
243,Wevebob,http://wavebob.com,Dealroom,"Wavebob is developing a wave energy convertor, harnessing the power of the ocean to produce clean, renewable energy",,11,Prosperity,,,,,,https://app.dealroom.co/companies/wevebob,0
244,Treedom,https://www.treedom.net/,Dealroom,Plant or dedicate a tree with a click,,13,Planet,,,,,,https://app.dealroom.co/companies/treedom,0
245,Enobraq,http://enobraq.fr/,Dealroom,Develops fermentation processes to transform CO2 into commodity chemicals through synthetic biology,,7,Prosperity,,,,,,https://app.dealroom.co/companies/enobraq,0
246,Witt-Energy,http://www.witt-energy.com/,Dealroom,"Convert natural occuring motion energy, into sustainable electricity for use",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/witt_energy,0
247,CELLINK,https://cellink.com/global/,Dealroom,"A 3D bioprinting company and also the first bioink company in the world offering bioprinters, bioinks & more",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/cellink,0
248,Hexicon AB,http://www.hexicon.eu/,Dealroom,"Hexicon – Global investments in clean and renewable energy are sharply on the rise. By 2030, 500 floating offshore wind turbines are expected to be installed, from just a handful today.",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/hexicon_ab,0
249,Voltaware,http://www.voltaware.com,Dealroom,Start-up electricity monitoring company based in london,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/voltaware,0
250,Hamwells,http://www.hamwells.com,Dealroom,Connected e-shower,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/hamwells,0
251,Renovagen,http://www.renovagen.com/,Dealroom,Transportable solar power system from a shipping container,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/renovagen,0
252,Ropatec,http://www.ropatec.it/,Dealroom,"Ropatec develops and sells vertical-axis, small wind turbines to research institutes, telecoms, large groups, and government institutions",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ropatec_1,0
253,Smart Hydro Power,http://smart-hydro.de/en,Dealroom,"Germany-based company that develops, manufactures, sells, and markets kinetic micro-hydro power plants",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/smart_hydro_power,0
254,Anacail,http://www.anacail.com,Dealroom,Generates decontaminating ozone to extend shelf life of cut and prepared foods and to sterilise medical devices,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/anacail,0
255,Highview,http://highview-power.com,Dealroom,Manufacture Of Electricity Distribution And Control Apparatus,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/highview,0
256,Energiency,http://energiency.com,Dealroom,SaaS platform to assess and manage energy performance industrial environment,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/energiency,0
257,Neighbourly,https://www.neighbourly.com,Dealroom,Social network connecting community projects with socially responsible business,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/neighbourly,0
258,Onyx Solar,http://onyxsolar.com,Dealroom,The global leader in solar PV glass for buildings,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/onyx_solar,0
259,Green Creative,http://www.green-creative.fr/,Dealroom,The commercialization of innovative products in the field of waste treatment.,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_creative,0
260,Exergyn,http://www.exergyn.com,Dealroom,Greentech/industri al power sectors,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/exergyn,0
261,Smalle Technologies,http://www.smalletec.com/,Dealroom,System of electric power generation from sea waves,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/smalle_technologies,0
262,Dhp,http://www.dhp-technology.ch,Dealroom,Startup in the energy that aims to provide a contemporary energy supply that meets the requirements of the environment,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/dhp,0
263,Turbulent,http://turbulent.be/,Dealroom,Provide reliable and renewable energy to even the most remote locations in the world,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/turbulent,0
264,Sustec,http://www.sustec.at,Dealroom,Develops green technologies to reduce the environmental impact of existing technologies,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/sustec,0
265,Carbon recycling international,http://www.cri.is,Dealroom,Captures carbon dioxide from industrial emissions and converts carbon dioxide into Renewable Methanol,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/carbon_recycling_international,0
266,Freeflow Technologies,http://www.freeflowtechnologies.com/,Dealroom,"Our E-Bike System beats the competition on looks, weight and performance, powered and unpowered",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/freeflow_technologies,0
267,Nse Industry,http://www.nseindustry.com/en/default.aspx,Dealroom,NSE Industry - The Circle of Energy,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/nse_industry,0
268,ecoligo,https://www.ecoligo.com,Dealroom,ecoligo. make investments. make them matter.,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ecoligo,0
269,BeeBryte,http://www.beebryte.com/,Dealroom,"BeeBryte is leveraging artificial intelligence to get commercial buildings, factories, EV charging stations or entire eco-suburbs to consume electricity in a smarter, more efficient and cheaper way while reducing their carbon footprint",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/beebryte,0
270,Terra Solar,http://www.terrasolar.ie/,Dealroom,Solar farm developer,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/terra_solar,0
271,Eléments,http://www.elements.green/,Dealroom,"Production of renewable energies (wind power, solar and hydroelectric)",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/el_ments,0
272,Colorifix,http://www.colorifix.com,Dealroom,Sustainable textile dyeing,,13,Planet,,,,,Core,https://app.dealroom.co/companies/colorifix,0
273,CRU Kafe,https://www.crukafe.com/,Dealroom,Organic and eco-friendly coffee,,13,Planet,,,,,Core,https://app.dealroom.co/companies/cru_kafe,0
274,IHOL Group,http://ihol.fr,Dealroom,"IHOL Group is designs, maintains and manages the operation of waste recovery units",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/ihol_group,0
275,EnerKite,http://www.enerkite.com/,Dealroom,Developer of airborne wind energy systems,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/enerkite,0
276,enercast,http://enercast.de,Dealroom,Performance forecasts Wind Solar - enercast,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/enercast,0
277,H2 logic,http://www.h2logic.com,Dealroom,Leading manufacturer of H2Station® hydrogen refueling stations,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/h2_logic,0
278,Biotrem,http://www.biotrem.pl,Dealroom,Products from wheat bran,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/aston,0
279,RootWave,http://rootwave.com/,Dealroom,Is the leading solution to organically kill weeds without using chemicals,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/rootwave,0
280,Bioo,http://www.bioo.tech/,Dealroom,Producing electricity from plants' photosynthesis,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/bioo_arkyne_technologies,0
281,Kolos,http://kolos.com/,Dealroom,Kolos Data Center - powered by 100% sustainable green energy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/kolos_1,0
282,Armadio Verde,http://www.armadioverde.it,Dealroom,Online marketplace for swapping of new and second hand kids and women clothes,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/armadio_verde,0
283,Sustonable,https://www.sustonable.com/,Dealroom,From bottle to stone. Recyclable engineered stone for kitchen countertops,,13,Planet,,,,,Core,https://app.dealroom.co/companies/sustonable,0
284,Comerso,http://comerso.fr/,Dealroom,Charity logistics for the food industry,,2,People,,,,,Core,https://app.dealroom.co/companies/comerso,0
285,Mascara,https://mascara-nt.fr/en/,Dealroom,Solar desalination solutions,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/mascara,0
286,Canibal,http://www.canibal.fr/,Dealroom,Gamified recycling,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/canibal,0
287,Nanowired,http://www.nanowired.de,Dealroom,Enables the joining and contacting of electrical components in space,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/nanowired,0
288,HeatMatrix,http://heatmatrixgroup.com/,Dealroom,Turns waste heat into profit,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/heatmatrix_group_bv,0
289,DyeCoo Textile Systems,http://www.dyecoo.com/,Dealroom,DyeCoo provide the world’s first water-free and process chemical-free dyeing solution,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/dyecoo_textile_systems,0
290,Sadako Technologies,http://www.sadako.es/,Dealroom,Proprietary AI infused computer vision system,,13,Planet,,,,,Side,https://app.dealroom.co/companies/sadako_technologies,0
291,Ampyx Power,https://www.ampyxpower.com/,Dealroom,Develops aircraft products that will generate cheaper and more efficient energy,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ampyx_power,0
292,Exoès,http://www.exoes.com,Dealroom,Exhaust waste heat recovery technology,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/exoes,0
293,Pharem,http://www.pharem.se,Dealroom,Pharem Biotech - Passion for Water Quality,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/pharem,0
294,Aeinnova,http://www.aeinnova.com,Dealroom,Thermoelectric energy harvesting solutions to transform industrial waste heat into electricity for energy efficiency and self-powered wireless IoT solutions,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/aeinnova,0
295,Urbee,https://urbee.nl/,Dealroom,Electric bike sharing platform,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/urbee,0
296,Ease-link,http://ease-link.com/,Dealroom,Automatic Electric Vehicle Charging,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ease_link,0
297,Solergy italia società a responsabilità limitata con unico socio,http://www.solergyinc.com,Dealroom,"Solergy develops, manufactures, and distributes efficient and reliable solar energy systems that generate the most energy at lowest cost",,7,Prosperity,,,,,,https://app.dealroom.co/companies/solergy_italia_societ_a_responsabilit_limitata_con_unico_socio,0
298,Entocycle,http://www.entocycle.com,Dealroom,Insect farming company that developing the world’s most efficient and sustainable way to produce protein,,7,Prosperity,,,,,,https://app.dealroom.co/companies/entocycle,0
299,EcoChain Technologies,http://www.ecochain.com,Dealroom,Provide insights on energy efficiency and resource flows to determine returns on sustainable investments on a financial and environmental level,,13,Planet,,,,,,https://app.dealroom.co/companies/ecochain,0
300,Degree-n,https://degree-n.nl/,Dealroom,Sustainable heating,,11,Prosperity,,,,,,https://app.dealroom.co/companies/degree_n,0
301,Hydrao,https://www.hydrao.com,Dealroom,Smart solutions for water conservation and management,,7,Prosperity,,,,,,https://app.dealroom.co/companies/pro,0
302,The Mobility House,http://www.mobilityhouse.com,Dealroom,Fast-growing e-mobility solutions provider,,7,Prosperity,,,,,,https://app.dealroom.co/companies/the_mobility_house,0
303,Elestor,http://www.elestor.nl/,Dealroom,"To minimize the costs of electricity storage by rolling out large-scale, cost-effective HBr electricity storage technology",,7,Prosperity,,,,,,https://app.dealroom.co/companies/elestor,0
304,H2Ozone,http://www.h2ozone.ie,Dealroom,Rainsafe- Purifies harvested rainwater to drinking water,,7,Prosperity,,,,,,https://app.dealroom.co/companies/h2ozone,0
305,Mint Energie,https://www.mint-energie.com/Pages/Accueil/accueil.aspx,Dealroom,Cheap electricity supplier,,7,Prosperity,,,,,,https://app.dealroom.co/companies/mint_energie,0
306,Kumpan electric (e-bility GmbH),https://www.kumpan-electric.com/,Dealroom,Crony electric | Germany,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/kumpan_electric_e_bility_gmbh_,0
307,Airsynergy,http://airsynergy.ie,Dealroom,Over the last four years Airsynergy has developed and patented ground breaking renewable energy solutionsThis includes a fully scalable,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/airsynergy,0
308,Vandebron,https://vandebron.nl/,Dealroom,Allows consumers to buy renewable energy directly from suppliers,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/vandebron,0
309,Agronergy,http://agronergy.fr,Dealroom,Renewable heat supplier based on vegetable agricultural co-products,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/agronergy,0
